,owner,brand,price,kms_driven,age,power
2214,First Owner,Honda,80000.0,4500.0,3.0,160.0
2215,First Owner,Hero,15000.0,90000.0,16.0,100.0
2216,First Owner,Hero,30000.0,44000.0,7.0,100.0
2217,First Owner,Bajaj,70500.0,15600.0,4.0,150.0
2218,First Owner,Hero,15000.0,10000.0,16.0,100.0
2219,First Owner,KTM,120000.0,15000.0,4.0,200.0
2220,First Owner,Bajaj,89000.0,600.0,3.0,200.0
2221,Third Owner,Bajaj,15000.0,34710.0,14.0,150.0
2222,First Owner,KTM,160000.0,13400.0,4.0,390.0
2223,Second Owner,KTM,95000.0,8200.0,6.0,200.0
2224,First Owner,Hero,14000.0,79305.0,11.0,150.0
2225,First Owner,Royal Enfield,125000.0,10312.0,4.0,410.0
2226,First Owner,TVS,58742.0,11068.0,3.0,200.0
2227,First Owner,Royal Enfield,102500.0,16771.0,6.0,350.0
2228,First Owner,Royal Enfield,280000.0,5000.0,2.0,650.0
2229,First Owner,Hyosung,230000.0,7800.0,8.0,650.0
2230,First Owner,Bajaj,82000.0,3500.0,4.0,160.0
2231,First Owner,Bajaj,46000.0,7840.0,5.0,150.0
2232,First Owner,Honda,90600.0,8970.0,4.0,250.0
2233,First Owner,Royal Enfield,81100.0,21000.0,7.0,350.0
2234,First Owner,Hero,30000.0,19976.0,11.0,100.0
2235,First Owner,Bajaj,29500.0,25000.0,7.0,100.0
2236,First Owner,TVS,185000.0,17000.0,3.0,310.0
2243,First Owner,Bajaj,34500.0,25341.0,8.0,135.0
2244,First Owner,Triumph,550000.0,25536.0,7.0,865.0
2247,First Owner,Honda,62000.0,17100.0,4.0,160.0
2253,First Owner,Royal Enfield,90950.0,26100.0,7.0,500.0
2254,First Owner,Honda,70000.0,26000.0,8.0,150.0
2255,First Owner,Royal Enfield,115000.0,14900.0,5.0,500.0
2256,First Owner,Hero,36500.0,10658.0,5.0,100.0
2258,First Owner,Honda,42000.0,9396.0,3.0,125.0
2259,First Owner,Royal Enfield,120000.0,20000.0,5.0,410.0
2260,First Owner,Hero,32000.0,20925.0,9.0,100.0
2261,First Owner,TVS,24000.0,23244.0,5.0,110.0
2262,First Owner,Hero,25000.0,46411.0,6.0,125.0
2263,First Owner,Kawasaki,499000.0,8000.0,2.0,650.0
2264,First Owner,Yamaha,600000.0,152.0,5.0,1000.0
2265,Third Owner,Yamaha,85000.0,300.0,24.0,135.0
2266,First Owner,Benelli,250000.0,12000.0,4.0,302.0
2267,First Owner,Kawasaki,500000.0,182.0,3.0,900.0
2268,First Owner,TVS,35999.0,16000.0,5.0,180.0
2269,First Owner,Bajaj,130000.0,15000.0,4.0,400.0
2270,First Owner,Hero,25000.0,15000.0,5.0,100.0
2271,First Owner,Honda,54000.0,7658.0,4.0,125.0
2272,Second Owner,Harley-Davidson,395000.0,2500.0,4.0,750.0
2273,First Owner,TVS,35000.0,14400.0,8.0,160.0
2274,First Owner,Yamaha,82800.0,6500.0,3.0,150.0
2275,First Owner,Bajaj,28500.0,26452.0,10.0,220.0
2276,First Owner,Royal Enfield,151300.0,14000.0,2.0,350.0
2277,First Owner,Royal Enfield,131000.0,8700.0,4.0,410.0
2278,First Owner,Yamaha,40000.0,50000.0,12.0,150.0
2279,First Owner,Mahindra,126000.0,22000.0,3.0,300.0
2280,First Owner,Royal Enfield,100000.0,33500.0,5.0,350.0
2281,First Owner,Royal Enfield,120000.0,22000.0,5.0,350.0
2282,Second Owner,Bajaj,20300.0,28000.0,6.0,125.0
2283,First Owner,Royal Enfield,156000.0,6517.0,2.0,350.0
2284,First Owner,Honda,800000.0,300.0,6.0,1000.0
2285,Second Owner,Hero,28000.0,61000.0,13.0,150.0
2286,Second Owner,Honda,500000.0,8000.0,14.0,600.0
2287,First Owner,Bajaj,29156.0,20127.0,4.0,150.0
2288,Second Owner,Ducati,1220000.0,4400.0,5.0,959.0
2289,First Owner,Bajaj,56000.0,42500.0,6.0,220.0
2290,First Owner,Yamaha,68000.0,17000.0,5.0,150.0
2291,First Owner,Ducati,625000.0,3000.0,4.0,797.0
2292,First Owner,Ducati,680000.0,16000.0,10.0,1200.0
2293,First Owner,Hero,24000.0,15500.0,11.0,100.0
2294,First Owner,Suzuki,700000.0,183.0,3.0,1000.0
2295,First Owner,KTM,180800.0,32000.0,4.0,390.0
2296,First Owner,Honda,30000.0,24936.0,10.0,125.0
2297,First Owner,Honda,28000.0,6231.0,11.0,125.0
2298,First Owner,Hero,20100.0,66000.0,12.0,100.0
2299,First Owner,Hero,10000.0,646000.0,24.0,100.0
2300,First Owner,Suzuki,950000.0,312.0,8.0,1300.0
2301,First Owner,Suzuki,1250000.0,3800.0,7.0,1300.0
2302,First Owner,TVS,19542.0,56592.0,9.0,160.0
2303,First Owner,Honda,22800.0,19800.0,8.0,110.0
2304,First Owner,Royal Enfield,101100.0,14000.0,6.0,350.0
2305,First Owner,Hero,32000.0,19000.0,4.0,110.0
2306,First Owner,Hero,30000.0,26000.0,4.0,100.0
2307,First Owner,Yamaha,27500.0,76000.0,10.0,150.0
2308,Second Owner,Honda,35000.0,9000.0,6.0,160.0
2309,First Owner,Yamaha,125000.0,1500.0,2.0,150.0
2310,First Owner,Royal Enfield,66200.0,3400.0,10.0,500.0
2311,First Owner,Bajaj,50900.0,38800.0,5.0,220.0
2312,First Owner,Hyosung,335000.0,3700.0,4.0,250.0
2318,First Owner,Benelli,575000.0,6000.0,4.0,899.0
2319,First Owner,Royal Enfield,135000.0,14171.0,3.0,350.0
2320,First Owner,Hero,39000.0,20700.0,5.0,100.0
2321,First Owner,Hero,33000.0,22518.0,5.0,100.0
2324,Second Owner,TVS,47500.0,38311.0,4.0,180.0
2325,First Owner,TVS,92000.0,4500.0,2.0,200.0
2326,First Owner,KTM,84300.0,15000.0,8.0,200.0
2327,First Owner,Royal Enfield,85000.0,10000.0,6.0,350.0
2328,First Owner,Royal Enfield,120000.0,15000.0,5.0,410.0
2329,First Owner,Bajaj,53900.0,25000.0,5.0,220.0
2330,Second Owner,Yamaha,18000.0,28000.0,12.0,150.0
2331,First Owner,Royal Enfield,94836.0,8000.0,5.0,535.0
2332,First Owner,Royal Enfield,265000.0,8500.0,2.0,650.0
2333,First Owner,Bajaj,70000.0,17000.0,5.0,220.0
2334,First Owner,Ducati,380000.0,30000.0,9.0,796.0
2336,First Owner,Honda,69000.0,62000.0,9.0,150.0
2337,First Owner,Yamaha,24000.0,14000.0,11.0,150.0
2344,First Owner,TVS,68000.0,14497.0,5.0,200.0
2345,First Owner,Royal Enfield,145000.0,12000.0,3.0,350.0
2346,First Owner,Hero,24000.0,25683.0,9.0,100.0
2347,First Owner,Honda,21000.0,22000.0,11.0,110.0
2348,First Owner,Hero,36000.0,17225.0,4.0,100.0
2349,First Owner,Honda,48000.0,7119.0,2.0,110.0
2350,First Owner,Royal Enfield,92000.0,17400.0,9.0,350.0
2351,First Owner,Royal Enfield,98000.0,19033.0,5.0,350.0
2352,First Owner,Hero,19500.0,45000.0,11.0,100.0
2353,First Owner,Bajaj,17000.0,45000.0,9.0,100.0
2354,First Owner,Yamaha,50000.0,28000.0,7.0,150.0
2355,First Owner,Bajaj,20000.0,36000.0,10.0,150.0
2356,First Owner,TVS,205000.0,14000.0,3.0,310.0
2357,First Owner,Royal Enfield,95000.0,23000.0,7.0,350.0
2358,First Owner,Yamaha,55000.0,32011.0,11.0,150.0
2359,First Owner,TVS,86000.0,6000.0,3.0,180.0
2360,First Owner,TVS,54000.0,6000.0,2.0,110.0
2361,First Owner,Royal Enfield,132000.0,9648.0,4.0,350.0
2362,First Owner,Bajaj,62000.0,16128.0,4.0,150.0
2363,Third Owner,Bajaj,55000.0,13157.0,5.0,220.0
2364,First Owner,TVS,35000.0,19411.0,9.0,160.0
2371,Second Owner,Royal Enfield,45000.0,40000.0,20.0,350.0
2372,First Owner,Yamaha,23500.0,8000.0,9.0,150.0
2389,First Owner,Bajaj,41000.0,20000.0,6.0,220.0
2390,Third Owner,Honda,30000.0,28524.0,8.0,150.0
2391,First Owner,Bajaj,72000.0,13000.0,3.0,180.0
2392,First Owner,Yamaha,50000.0,37246.0,6.0,150.0
2397,First Owner,Bajaj,107300.0,2500.0,5.0,200.0
2399,First Owner,Hero,28000.0,20108.0,10.0,100.0
2400,First Owner,Hero,25000.0,22728.0,11.0,125.0
2403,First Owner,Harley-Davidson,540000.0,27000.0,4.0,883.0
2404,Second Owner,KTM,120000.0,10536.0,4.0,250.0
2405,First Owner,Bajaj,160000.0,2412.0,4.0,400.0
2406,First Owner,Honda,65000.0,2750.0,2.0,125.0
2407,Second Owner,Kawasaki,145000.0,10800.0,6.0,250.0
2408,First Owner,Kawasaki,180000.0,180.0,4.0,300.0
2409,First Owner,Honda,33000.0,25000.0,5.0,125.0
2410,First Owner,Bajaj,106100.0,11000.0,6.0,200.0
2411,First Owner,Bajaj,35000.0,43000.0,9.0,220.0
2412,First Owner,Royal Enfield,175000.0,7000.0,4.0,500.0
2413,First Owner,Royal Enfield,165073.0,18000.0,5.0,500.0
2414,First Owner,Honda,13700.0,75000.0,16.0,150.0
2415,First Owner,TVS,85000.0,11496.0,2.0,160.0
2416,First Owner,Bajaj,54000.0,5000.0,5.0,220.0
2417,First Owner,Bajaj,70000.0,9799.0,4.0,220.0
2418,First Owner,Bajaj,25000.0,48785.0,14.0,180.0
2419,First Owner,Bajaj,9000.0,42945.0,15.0,100.0
2420,First Owner,Bajaj,56000.0,32987.0,4.0,150.0
2421,Second Owner,Hero,13000.0,45466.0,14.0,125.0
2422,First Owner,Bajaj,80000.0,45380.0,6.0,200.0
2423,Second Owner,Royal Enfield,82000.0,30000.0,12.0,350.0
2424,First Owner,Royal Enfield,190000.0,4800.0,4.0,500.0
2425,First Owner,Bajaj,60000.0,3500.0,6.0,220.0
2426,First Owner,Royal Enfield,118000.0,13500.0,5.0,350.0
2427,First Owner,Bajaj,32500.0,16000.0,6.0,125.0
2428,First Owner,Bajaj,60600.0,7200.0,6.0,220.0
2429,First Owner,Bajaj,112400.0,12000.0,6.0,200.0
2430,First Owner,Bajaj,99999.0,20500.0,6.0,200.0
2431,First Owner,Royal Enfield,141500.0,4200.0,5.0,500.0
2432,First Owner,Royal Enfield,140000.0,8300.0,4.0,350.0
2433,First Owner,Hero,50000.0,14892.0,4.0,100.0
2434,First Owner,Bajaj,75000.0,10000.0,5.0,220.0
2435,First Owner,Bajaj,50000.0,15000.0,5.0,150.0
2436,First Owner,Honda,69000.0,41000.0,8.0,150.0
2437,First Owner,Bajaj,33400.0,18300.0,6.0,150.0
2438,First Owner,Honda,34400.0,36000.0,6.0,125.0
2439,First Owner,Royal Enfield,124000.0,4600.0,7.0,500.0
2440,First Owner,Royal Enfield,104000.0,29100.0,7.0,350.0
2441,First Owner,Hero,47000.0,10000.0,5.0,110.0
2442,First Owner,Hero,39000.0,36850.0,8.0,110.0
2443,First Owner,Royal Enfield,100000.0,46000.0,7.0,350.0
2444,First Owner,Bajaj,38000.0,28000.0,9.0,150.0
2445,First Owner,Bajaj,80000.0,2400.0,4.0,150.0
2446,First Owner,Honda,32000.0,35000.0,7.0,125.0
2447,First Owner,TVS,65000.0,15000.0,5.0,180.0
2448,First Owner,Royal Enfield,73500.0,62000.0,9.0,350.0
2449,First Owner,Yamaha,43100.0,20000.0,7.0,150.0
2450,First Owner,Royal Enfield,106700.0,14500.0,7.0,350.0
2451,First Owner,Royal Enfield,105800.0,27000.0,6.0,350.0
2452,First Owner,Hero,35000.0,23430.0,7.0,100.0
2453,First Owner,Royal Enfield,125000.0,27000.0,7.0,500.0
2454,First Owner,Bajaj,65000.0,26000.0,7.0,150.0
2455,First Owner,Royal Enfield,120000.0,18300.0,7.0,350.0
2456,First Owner,Suzuki,90000.0,610.0,3.0,150.0
2457,First Owner,Royal Enfield,107300.0,16000.0,9.0,500.0
2458,First Owner,Hero,57000.0,7000.0,4.0,125.0
2459,First Owner,Hero,19900.0,28300.0,15.0,223.0
2460,First Owner,Bajaj,140000.0,640.0,4.0,200.0
2461,First Owner,Bajaj,58000.0,20222.0,5.0,150.0
2462,First Owner,Honda,21000.0,54105.0,9.0,110.0
2463,First Owner,Royal Enfield,125000.0,10300.0,4.0,350.0
2464,First Owner,Honda,55000.0,89000.0,5.0,160.0
2465,First Owner,Royal Enfield,140000.0,10000.0,3.0,500.0
2466,First Owner,Royal Enfield,101700.0,20600.0,6.0,350.0
2467,First Owner,TVS,90000.0,5000.0,4.0,200.0
2468,First Owner,Yamaha,40000.0,14526.0,10.0,150.0
2469,First Owner,Bajaj,50000.0,39037.0,5.0,150.0
2470,First Owner,Yamaha,110000.0,11149.0,3.0,250.0
2471,First Owner,Royal Enfield,110000.0,17200.0,6.0,350.0
2472,First Owner,Yamaha,32500.0,42500.0,12.0,150.0
2473,First Owner,Royal Enfield,110000.0,22400.0,6.0,350.0
2474,First Owner,Bajaj,35000.0,11000.0,4.0,150.0
2475,First Owner,Bajaj,46400.0,9500.0,3.0,125.0
2476,First Owner,Royal Enfield,84200.0,21000.0,7.0,350.0
2477,First Owner,Royal Enfield,150000.0,35595.0,3.0,500.0
2478,First Owner,Bajaj,18800.0,46000.0,12.0,135.0
2479,First Owner,Hero,47167.0,4664.0,2.0,100.0
2480,First Owner,KTM,120000.0,10500.0,6.0,200.0
2481,First Owner,Royal Enfield,110000.0,14000.0,5.0,350.0
2482,First Owner,Bajaj,87000.0,15334.0,6.0,200.0
2483,Second Owner,Bajaj,31100.0,11500.0,9.0,220.0
2484,First Owner,TVS,40000.0,7500.0,5.0,110.0
2485,First Owner,Yamaha,40000.0,26500.0,9.0,150.0
2486,First Owner,Royal Enfield,132100.0,29000.0,5.0,500.0
2487,First Owner,TVS,200000.0,3594.0,3.0,310.0
2488,First Owner,TVS,190000.0,4136.0,3.0,310.0
2489,First Owner,Bajaj,110000.0,25000.0,4.0,400.0
2490,First Owner,Yamaha,35000.0,22000.0,8.0,150.0
2491,First Owner,Honda,40000.0,5080.0,4.0,110.0
2492,First Owner,Bajaj,80000.0,16296.0,5.0,220.0
2493,First Owner,TVS,27800.0,35552.0,4.0,110.0
2494,First Owner,TVS,39900.0,15000.0,3.0,100.0
2495,First Owner,Hero,55500.0,17729.0,4.0,125.0
2496,First Owner,Honda,90000.0,14000.0,7.0,250.0
2497,First Owner,Honda,65000.0,2780.0,2.0,110.0
2498,Third Owner,Honda,55000.0,25000.0,8.0,150.0
2499,Second Owner,Royal Enfield,125000.0,21057.0,5.0,500.0
2500,First Owner,Honda,38000.0,14000.0,8.0,150.0
2501,First Owner,Bajaj,20000.0,41781.0,9.0,100.0
2502,First Owner,Bajaj,59000.0,18083.0,5.0,220.0
2503,First Owner,Hero,15000.0,78000.0,13.0,100.0
2504,First Owner,Suzuki,38700.0,35500.0,7.0,150.0
2505,First Owner,Yamaha,105000.0,9000.0,4.0,150.0
2506,First Owner,Honda,42400.0,17000.0,5.0,125.0
2507,First Owner,Yamaha,37000.0,53500.0,8.0,150.0
2508,First Owner,Bajaj,35000.0,15200.0,10.0,220.0
2509,First Owner,Bajaj,20000.0,49500.0,8.0,125.0
2510,First Owner,Yamaha,21200.0,25000.0,10.0,150.0
2511,First Owner,Bajaj,25000.0,32000.0,7.0,100.0
2512,First Owner,Yamaha,65000.0,22000.0,8.0,150.0
2513,First Owner,Honda,24000.0,16000.0,8.0,125.0
2514,First Owner,Hero,52000.0,6000.0,5.0,150.0
2515,First Owner,TVS,38000.0,36000.0,5.0,110.0
2516,First Owner,KTM,160000.0,7965.0,6.0,390.0
2517,First Owner,Royal Enfield,95000.0,16250.0,7.0,350.0
2518,First Owner,Hero,32500.0,12045.0,5.0,100.0
2519,First Owner,Royal Enfield,109400.0,22550.0,6.0,350.0
2520,First Owner,Royal Enfield,100000.0,22000.0,7.0,500.0
2521,First Owner,Yamaha,34000.0,39000.0,9.0,150.0
2522,First Owner,KTM,260000.0,1500.0,2.0,390.0
2523,First Owner,Royal Enfield,103700.0,26125.0,6.0,350.0
2524,First Owner,KTM,90000.0,24072.0,5.0,200.0
2525,First Owner,Hero,30000.0,13452.0,8.0,100.0
2526,First Owner,Harley-Davidson,550000.0,11455.0,6.0,883.0
2527,First Owner,Honda,30000.0,49000.0,11.0,150.0
2528,Second Owner,Royal Enfield,115000.0,7247.0,6.0,535.0
2529,First Owner,Yamaha,51000.0,24000.0,4.0,150.0
2530,First Owner,Honda,80000.0,11004.0,7.0,250.0
2531,First Owner,Royal Enfield,105000.0,26000.0,5.0,350.0
2532,First Owner,Royal Enfield,138000.0,6500.0,3.0,350.0
2533,First Owner,Royal Enfield,136424.0,16000.0,3.0,350.0
2534,First Owner,KTM,172000.0,50926.0,6.0,390.0
2535,First Owner,Bajaj,107000.0,9100.0,5.0,200.0
2536,First Owner,Royal Enfield,110000.0,24500.0,5.0,500.0
2537,First Owner,Royal Enfield,115000.0,21651.0,9.0,500.0
2538,First Owner,Hero,32000.0,35984.0,8.0,100.0
2539,First Owner,Royal Enfield,140000.0,23444.0,4.0,500.0
2540,First Owner,Royal Enfield,81865.0,36000.0,15.0,350.0
2541,First Owner,Royal Enfield,135000.0,28969.0,5.0,500.0
2542,First Owner,Bajaj,50000.0,9718.0,5.0,150.0
2543,First Owner,Bajaj,26800.0,37248.0,11.0,220.0
2544,First Owner,Royal Enfield,153400.0,8600.0,5.0,500.0
2545,First Owner,Benelli,220500.0,10000.0,4.0,300.0
2546,Second Owner,Royal Enfield,60000.0,30591.0,8.0,350.0
2547,First Owner,Hero,18500.0,30000.0,9.0,100.0
2548,Second Owner,Bajaj,50000.0,32276.0,5.0,220.0
2549,First Owner,Bajaj,35000.0,60000.0,7.0,220.0
2550,First Owner,Royal Enfield,130000.0,11191.0,4.0,500.0
2551,First Owner,Bajaj,36000.0,9177.0,5.0,150.0
2552,First Owner,Bajaj,75000.0,18096.0,5.0,220.0
2553,First Owner,Bajaj,17000.0,47204.0,13.0,135.0
2554,First Owner,Royal Enfield,123800.0,2600.0,4.0,350.0
2555,First Owner,Royal Enfield,99650.0,27235.0,4.0,350.0
2556,First Owner,Royal Enfield,94000.0,13779.0,6.0,500.0
2557,First Owner,TVS,70000.0,16575.0,4.0,160.0
2558,First Owner,Bajaj,62000.0,17547.0,4.0,220.0
2559,First Owner,Bajaj,22000.0,58706.0,8.0,180.0
2560,First Owner,Yamaha,105000.0,1800.0,2.0,150.0
2561,First Owner,Bajaj,47000.0,16873.0,5.0,150.0
2562,First Owner,Bajaj,34000.0,40976.0,5.0,150.0
2563,First Owner,Bajaj,88000.0,610.0,4.0,220.0
2564,First Owner,Honda,13200.0,37000.0,13.0,125.0
2565,Second Owner,Royal Enfield,100000.0,25555.0,5.0,350.0
2566,First Owner,Royal Enfield,100000.0,39645.0,6.0,350.0
2567,First Owner,Yamaha,15500.0,61841.0,10.0,150.0
2568,First Owner,Royal Enfield,135000.0,15559.0,3.0,350.0
2569,First Owner,Bajaj,21000.0,25000.0,8.0,125.0
2570,Second Owner,Bajaj,39000.0,25600.0,7.0,220.0
2571,First Owner,Bajaj,22000.0,44496.0,11.0,150.0
2572,Second Owner,Bajaj,110000.0,16000.0,5.0,200.0
2573,First Owner,Bajaj,55000.0,42585.0,5.0,220.0
2574,First Owner,TVS,62000.0,23185.0,4.0,160.0
2575,First Owner,Honda,26000.0,23188.0,6.0,110.0
2576,First Owner,Royal Enfield,150000.0,3208.0,4.0,350.0
2577,First Owner,Honda,50000.0,11047.0,3.0,110.0
2578,First Owner,Bajaj,11000.0,51805.0,15.0,125.0
2579,First Owner,Yamaha,40300.0,26000.0,6.0,150.0
2580,First Owner,Bajaj,48000.0,5233.0,5.0,150.0
2581,First Owner,KTM,185000.0,1400.0,5.0,390.0
2582,First Owner,Bajaj,13000.0,70142.0,10.0,100.0
2583,First Owner,Bajaj,35000.0,14000.0,8.0,220.0
2584,Second Owner,TVS,49999.0,20000.0,6.0,180.0
2585,First Owner,Suzuki,82500.0,31500.0,3.0,150.0
2586,First Owner,Bajaj,40000.0,29890.0,6.0,220.0
2587,First Owner,Yamaha,35000.0,19000.0,9.0,150.0
2588,First Owner,Honda,25000.0,98971.0,8.0,150.0
2589,First Owner,Bajaj,111200.0,6832.0,4.0,400.0
2590,First Owner,Suzuki,71000.0,14802.0,3.0,150.0
2591,Second Owner,Royal Enfield,92000.0,25000.0,5.0,350.0
2592,First Owner,Hero,36900.0,12000.0,4.0,100.0
2593,Third Owner,Honda,17000.0,35000.0,10.0,125.0
2594,Second Owner,Hero,37300.0,13000.0,4.0,100.0
2595,Second Owner,Bajaj,16000.0,42107.0,10.0,135.0
2596,First Owner,Honda,78000.0,9700.0,7.0,150.0
2597,First Owner,Honda,97200.0,20700.0,10.0,250.0
2598,First Owner,Honda,21000.0,35710.0,8.0,125.0
2599,First Owner,Harley-Davidson,445600.0,1500.0,5.0,750.0
2600,First Owner,Bajaj,95000.0,4300.0,5.0,200.0
2601,First Owner,Honda,25000.0,40000.0,8.0,125.0
2602,First Owner,Bajaj,170000.0,9200.0,4.0,400.0
2603,First Owner,Honda,100000.0,15618.0,5.0,150.0
2604,First Owner,Mahindra,118000.0,2350.0,2.0,300.0
2605,First Owner,Kawasaki,525000.0,6000.0,4.0,650.0
2606,First Owner,Kawasaki,550000.0,8000.0,3.0,650.0
2607,First Owner,Hero,34000.0,21775.0,6.0,100.0
2608,First Owner,Suzuki,54000.0,19334.0,4.0,150.0
2609,First Owner,Suzuki,82000.0,4200.0,4.0,150.0
2610,Second Owner,Royal Enfield,98000.0,9816.0,5.0,350.0
2611,Second Owner,Royal Enfield,95000.0,20069.0,6.0,350.0
2612,First Owner,BMW,350000.0,14482.0,2.0,310.0
2613,First Owner,Bajaj,25500.0,22793.0,6.0,125.0
2614,First Owner,Honda,31000.0,31282.0,6.0,110.0
2615,First Owner,KTM,237200.0,3400.0,3.0,390.0
2616,First Owner,Royal Enfield,120000.0,16400.0,7.0,350.0
2617,First Owner,Royal Enfield,127000.0,16000.0,6.0,350.0
2618,First Owner,Bajaj,35000.0,57000.0,7.0,180.0
2619,First Owner,Hero,42500.0,50788.0,12.0,223.0
2620,First Owner,Hero,30000.0,53301.0,9.0,125.0
2621,First Owner,Honda,30000.0,50000.0,8.0,150.0
2622,First Owner,Bajaj,19500.0,48101.0,6.0,100.0
2623,First Owner,Royal Enfield,105200.0,20000.0,4.0,350.0
2624,Second Owner,Yamaha,17000.0,100000.0,11.0,150.0
2625,First Owner,Royal Enfield,160000.0,10000.0,2.0,350.0
2626,Second Owner,Royal Enfield,80000.0,13260.0,5.0,350.0
2627,Third Owner,Yamaha,33000.0,57000.0,10.0,150.0
2628,Second Owner,Bajaj,16400.0,55000.0,11.0,150.0
2629,First Owner,Bajaj,46000.0,1656.0,6.0,220.0
2630,First Owner,Royal Enfield,125000.0,3841.0,3.0,350.0
2631,First Owner,Hero,50000.0,11584.0,2.0,110.0
2632,First Owner,Royal Enfield,114000.0,31216.0,5.0,500.0
2633,First Owner,Mahindra,25000.0,26460.0,8.0,110.0
2634,First Owner,Bajaj,135000.0,9324.0,4.0,400.0
2635,First Owner,Hero,55000.0,3607.0,4.0,125.0
2636,First Owner,Royal Enfield,89000.0,48602.0,9.0,350.0
2637,First Owner,Hero,19000.0,23588.0,12.0,100.0
2638,First Owner,Bajaj,52000.0,31782.0,6.0,220.0
2639,First Owner,Hero,28000.0,32041.0,5.0,125.0
2640,First Owner,Suzuki,89900.0,6000.0,4.0,150.0
2641,First Owner,Royal Enfield,135000.0,2200.0,3.0,350.0
2642,First Owner,Harley-Davidson,421000.0,10000.0,5.0,750.0
2643,First Owner,Royal Enfield,102200.0,15400.0,5.0,350.0
2644,First Owner,Royal Enfield,96000.0,9000.0,16.0,350.0
2645,First Owner,Bajaj,91100.0,18470.0,6.0,200.0
2646,First Owner,Royal Enfield,100000.0,40000.0,6.0,350.0
2647,Second Owner,Bajaj,12000.0,32148.0,14.0,150.0
2648,First Owner,Bajaj,17500.0,30000.0,12.0,150.0
2649,First Owner,Bajaj,85000.0,2700.0,6.0,200.0
2650,First Owner,Suzuki,52000.0,28000.0,5.0,150.0
2651,First Owner,TVS,85000.0,8811.0,3.0,200.0
2652,First Owner,Bajaj,70000.0,14600.0,4.0,150.0
2653,Second Owner,Bajaj,45000.0,15091.0,7.0,220.0
2654,First Owner,Hero,60000.0,1877.0,2.0,100.0
2655,First Owner,Royal Enfield,110000.0,50697.0,8.0,500.0
2656,Second Owner,Bajaj,60000.0,15097.0,5.0,220.0
2657,First Owner,Bajaj,81700.0,16000.0,5.0,200.0
2658,First Owner,Bajaj,13000.0,135000.0,10.0,125.0
2659,First Owner,Suzuki,74000.0,13059.0,3.0,150.0
2660,First Owner,Royal Enfield,122400.0,17000.0,5.0,500.0
2661,First Owner,Yamaha,65000.0,48000.0,5.0,150.0
2662,First Owner,Hero,12000.0,60000.0,13.0,150.0
2663,First Owner,Honda,75000.0,4100.0,5.0,160.0
2664,First Owner,TVS,31000.0,38140.0,8.0,160.0
2665,First Owner,Royal Enfield,85000.0,50143.0,14.0,500.0
2666,First Owner,Bajaj,75000.0,34640.0,6.0,200.0
2667,First Owner,Bajaj,85000.0,2500.0,3.0,160.0
2668,First Owner,Bajaj,27999.0,53999.0,11.0,180.0
2669,First Owner,Royal Enfield,146000.0,5000.0,4.0,350.0
2670,First Owner,Honda,80000.0,45945.0,7.0,150.0
2671,Second Owner,Bajaj,40000.0,26070.0,8.0,220.0
2672,First Owner,Royal Enfield,115000.0,4376.0,5.0,350.0
2673,First Owner,Kawasaki,420000.0,5000.0,6.0,650.0
2674,First Owner,Bajaj,36700.0,11000.0,4.0,125.0
2675,First Owner,Bajaj,43000.0,12000.0,8.0,200.0
2676,First Owner,Bajaj,100000.0,21306.0,5.0,200.0
2677,First Owner,Bajaj,79000.0,9556.0,4.0,200.0
2678,First Owner,Royal Enfield,110000.0,75956.0,7.0,500.0
2679,First Owner,Honda,40000.0,29800.0,6.0,150.0
2680,First Owner,Bajaj,37000.0,17288.0,4.0,125.0
2681,First Owner,Bajaj,17000.0,70000.0,11.0,180.0
2682,First Owner,Royal Enfield,90000.0,34276.0,8.0,350.0
2683,First Owner,Bajaj,40000.0,7600.0,8.0,220.0
2684,First Owner,Bajaj,75000.0,12000.0,5.0,200.0
2685,First Owner,Bajaj,51000.0,25102.0,6.0,220.0
2686,First Owner,Honda,25000.0,30000.0,11.0,150.0
2687,First Owner,Hero,20050.0,39000.0,14.0,100.0
2688,First Owner,Bajaj,13900.0,99999.0,17.0,125.0
2689,First Owner,Yamaha,60000.0,20500.0,10.0,150.0
2690,First Owner,Royal Enfield,94049.0,32000.0,7.0,350.0
2691,First Owner,Royal Enfield,63000.0,15500.0,8.0,350.0
2692,First Owner,Mahindra,145000.0,7000.0,5.0,300.0
2693,First Owner,Royal Enfield,120000.0,12300.0,5.0,350.0
2694,First Owner,Royal Enfield,80000.0,14448.0,6.0,350.0
2695,First Owner,Hero,33680.0,28000.0,4.0,100.0
2696,First Owner,Hero,14000.0,70756.0,13.0,100.0
2697,First Owner,Bajaj,30000.0,35000.0,9.0,150.0
2698,First Owner,Bajaj,27000.0,61000.0,6.0,135.0
2699,First Owner,Yamaha,75000.0,48000.0,8.0,150.0
2700,First Owner,Hero,45400.0,12510.0,4.0,150.0
2701,First Owner,Hero,40000.0,15450.0,6.0,100.0
2702,First Owner,Honda,55000.0,13443.0,3.0,125.0
2703,First Owner,KTM,175000.0,14200.0,5.0,390.0
2704,First Owner,Royal Enfield,90000.0,35123.0,6.0,350.0
2705,First Owner,TVS,40000.0,19500.0,6.0,180.0
2706,First Owner,Royal Enfield,140000.0,16000.0,6.0,350.0
2707,First Owner,Hero,25000.0,22113.0,18.0,100.0
